x1,x2,label
0.34457478005865105,0.19374999999999998,1
0.34457478005865105,0.19218749999999996,1
0.3416422287390029,0.18906250000000002,1
0.3416422287390029,0.1796875,1
0.3460410557184751,0.17500000000000004,1
0.3533724340175953,0.17500000000000004,1
0.3548387096774194,0.17343750000000002,1
0.3563049853372434,0.17500000000000004,1
0.3563049853372434,0.17656249999999996,1
0.3592375366568915,0.1796875,1
0.3592375366568915,0.18906250000000002,1
0.3548387096774194,0.19374999999999998,1
0.4149560117302053,0.19999999999999996,1
0.41055718475073316,0.1953125,1
0.41055718475073316,0.18593749999999998,1
0.4149560117302053,0.18125000000000002,1
0.41642228739002934,0.18125000000000002,1
0.4178885630498534,0.1796875,1
0.41935483870967744,0.18125000000000002,1
0.4252199413489736,0.18125000000000002,1
0.42668621700879766,0.18281250000000004,1
0.42668621700879766,0.18593749999999998,1
0.4281524926686217,0.1875,1
0.4281524926686217,0.1953125,1
0.4237536656891496,0.19999999999999996,1
0.29472140762463345,0.20625000000000004,1
0.2903225806451613,0.20156249999999998,1
0.2903225806451613,0.19999999999999996,1
0.28885630498533726,0.19843750000000004,1
0.28885630498533726,0.19218749999999996,1
0.2932551319648094,0.1875,1
0.29472140762463345,0.1875,1
0.2961876832844575,0.18593749999999998,1
0.30058651026392963,0.18593749999999998,1
0.3020527859237537,0.1875,1
0.3035190615835777,0.1875,1
0.3064516129032258,0.19062500000000004,1
0.3064516129032258,0.19218749999999996,1
0.30791788856304986,0.19374999999999998,1
0.30791788856304986,0.19843750000000004,1
0.3064516129032258,0.19999999999999996,1
0.3064516129032258,0.20156249999999998,1
0.30498533724340177,0.203125,1
0.30498533724340177,0.20468750000000002,1
0.3035190615835777,0.20468750000000002,1
0.3020527859237537,0.20625000000000004,1
0.4442815249266862,0.21718749999999998,1
0.44281524926686217,0.21562499999999996,1
0.44281524926686217,0.21406250000000004,1
0.4413489736070381,0.21250000000000002,1
0.4413489736070381,0.20781249999999996,1
0.4398826979472141,0.20625000000000004,1
0.4413489736070381,0.20468750000000002,1
0.4413489736070381,0.20156249999999998,1
0.44281524926686217,0.19999999999999996,1
0.4442815249266862,0.19999999999999996,1
0.44574780058651026,0.19843750000000004,1
0.4530791788856305,0.19843750000000004,1
0.45454545454545453,0.19999999999999996,1
